Station name,Station code,Operator,PCON24CD,PCON24NM,Longitude,Latitude
Gleneagles,GLE,ScotRail,S14000105,Stirling and Strathallan,-3.73117,56.27485
Glenfinnan,GLF,ScotRail,S14000094,"Inverness, Skye and West Ross-shire",-5.44962,56.87241
Glengarnock,GLG,ScotRail,S14000048,North Ayrshire and Arran,-4.6745,55.73889
Glenrothes with Thornton,GLT,ScotRail,S14000090,Glenrothes and Mid Fife,-3.14302,56.16236
Glossop,GLO,Northern Trains,E14001287,High Peak,-1.94907,53.44447
Gloucester,GCR,Great Western Railway,E14001248,Gloucester,-2.23849,51.86556
Glynde,GLY,Govia Thameslink Railway (Southern),E14001330,Lewes,0.07008,50.85917
Gobowen,GOB,TfW Rail,E14001398,North Shropshire,-3.03717,52.89352
Godalming,GOD,South Western Railway,E14001249,Godalming and Ash,-0.61886,51.18659
Godley,GDL,Northern Trains,E14001515,Stalybridge and Hyde,-2.05477,53.45171
Godstone,GDN,Govia Thameslink Railway (Southern),E14001215,East Surrey,-0.05009,51.21816
Goldthorpe,GOE,Northern Trains,E14001075,Barnsley South,-1.31281,53.53419
Golf Street,GOF,ScotRail,S14000066,Arbroath and Broughty Ferry,-2.71954,56.4978
Golspie,GOL,ScotRail,S14000069,"Caithness, Sutherland and Easter Ross",-3.98722,57.97147
Gomshall,GOM,Great Western Railway,E14001249,Godalming and Ash,-0.44185,51.2194
Goodmayes,GMY,TfL Rail,E14001301,Ilford South,0.11081,51.56558
Goole,GOO,Northern Trains,E14001250,Goole and Pocklington,-0.87421,53.70491
Goostrey,GTR,Northern Trains,E14001178,Congleton,-2.32647,53.22255
Gordon Hill,GDH,Govia Thameslink Railway (Great Northern),E14001225,Enfield North,-0.09461,51.66333
Gorebridge,GBG,ScotRail,S14000045,Midlothian,-3.04652,55.84028
Goring and Streatley,GOR,Great Western Railway,E14001280,Henley and Thame,-1.13305,51.52149
Goring-By-Sea,GBS,Govia Thameslink Railway (Southern),E14001599,Worthing West,-0.43308,50.81772
Gorton,GTO,Northern Trains,E14001251,Gorton and Denton,-2.16621,53.46908
Gospel Oak,GPO,London Overground,E14001265,Hampstead and Highgate,-0.15077,51.55533
Gourock,GRK,ScotRail,S14000093,Inverclyde and Renfrewshire West,-4.81666,55.96232
Gowerton,GWN,TfW Rail,W07000097,Gower,-4.03594,51.64873
Goxhill,GOX,Northern Trains,E14001128,Brigg and Immingham,-0.33712,53.6767
Grange Park,GPK,Govia Thameslink Railway (Great Northern),E14001221,Edmonton and Winchmore Hill,-0.09736,51.64261
Grange-Over-Sands,GOS,Northern Trains,E14001580,Westmorland and Lonsdale,-2.90275,54.19573
Grangetown (Cardiff),GTN,TfW Rail,W07000091,Cardiff South and Penarth,-3.18972,51.46762
Grantham,GRA,London North Eastern Railway,E14001253,Grantham and Bourne,-0.64245,52.90647
Grateley,GRT,South Western Railway,E14001449,Romsey and Southampton North,-1.62077,51.17006
Gravelly Hill,GVH,West Midlands Trains (West Midlands Railway),E14001093,Birmingham Erdington,-1.8526,52.515
Gravesend,GRV,Southeastern,E14001254,Gravesham,0.36664,51.44135
Grays,GRY,c2c,E14001546,Thurrock,0.32183,51.47625
Great Ayton,GTA,Northern Trains,E14001444,Richmond and Northallerton,-1.11535,54.48957
Great Bentley,GRB,Greater Anglia,E14001174,Clacton,1.06515,51.85176
Great Chesterford,GRC,Greater Anglia,E14001402,North West Essex,0.19352,52.05981
Great Coates,GCT,Northern Trains,E14001255,Great Grimsby and Cleethorpes,-0.13023,53.57575
Great Malvern,GMV,West Midlands Trains (West Midlands Railway),E14001579,West Worcestershire,-2.31827,52.1092
Great Missenden,GMN,Chiltern Railways,E14001360,Mid Buckinghamshire,-0.70914,51.70352
Great Yarmouth,GYM,Greater Anglia,E14001256,Great Yarmouth,1.72089,52.61216
Green Lane,GNL,Merseyrail,E14001091,Birkenhead,-3.01642,53.38326
Green Road,GNR,Northern Trains,E14001076,Barrow and Furness,-3.24557,54.24453
Greenbank,GBK,Northern Trains,E14001361,Mid Cheshire,-2.53427,53.25147
Greenfaulds,GRL,ScotRail,S14000072,Cumbernauld and Kirkintilloch,-3.9931,55.93524
Greenfield,GNF,Northern Trains,E14001415,Oldham East and Saddleworth,-2.01384,53.53886
Greenford,GFD,London Underground,E14001208,Ealing North,-0.34584,51.54233
Greenhithe for Bluewater,GNH,Southeastern,E14001191,Dartford,0.28029,51.45037
Greenock Central,GKC,ScotRail,S14000093,Inverclyde and Renfrewshire West,-4.75264,55.94535
Greenock West,GKW,ScotRail,S14000093,Inverclyde and Renfrewshire West,-4.76783,55.94734
Greenwich,GNW,Southeastern,E14001257,Greenwich and Woolwich,-0.01334,51.47813
Gretna Green,GEA,ScotRail,S14000074,"Dumfriesshire, Clydesdale and Tweeddale",-3.0652,55.00105
Grimsby Docks,GMD,Northern Trains,E14001255,Great Grimsby and Cleethorpes,-0.07562,53.57432
Grimsby Town,GMB,TransPennine Express,E14001255,Great Grimsby and Cleethorpes,-0.08698,53.56343
Grindleford,GRN,Northern Trains,E14001195,Derbyshire Dales,-1.6263,53.30556
Grosmont,GMT,Northern Trains,E14001461,Scarborough and Whitby,-0.72497,54.43611
Grove Park,GRP,Southeastern,E14001331,Lewisham East,0.02173,51.43086
Guide Bridge,GUI,Northern Trains,E14001070,Ashton-under-Lyne,-2.11371,53.47463
Guildford,GLD,Network Rail,E14001258,Guildford,-0.58043,51.23697
Guiseley,GSY,Northern Trains,E14001322,Leeds North West,-1.71508,53.87594
Gunnersbury,GUN,London Underground,E14001264,Hammersmith and Chiswick,-0.27529,51.49168
Gunnislake,GSL,Great Western Railway,E14001486,South East Cornwall,-4.21941,50.51609
Gunton,GNT,Greater Anglia,E14001396,North Norfolk,1.34912,52.86634
Gwersyllt,GWE,TfW Rail,W07000111,Wrexham,-3.01789,53.07258
Gypsy Lane,GYP,Northern Trains,E14001440,Redcar,-1.17939,54.53289
Habrough,HAB,Northern Trains,E14001128,Brigg and Immingham,-0.26946,53.60608
Hackbridge,HCB,Govia Thameslink Railway (Southern),E14001153,Carshalton and Wallington,-0.15391,51.37787
Hackney Central,HKC,London Overground,E14001260,Hackney South and Shoreditch,-0.05606,51.5471
Hackney Downs,HAC,London Overground,E14001260,Hackney South and Shoreditch,-0.06082,51.54876
Hackney Wick,HKW,London Overground,E14001260,Hackney South and Shoreditch,-0.02492,51.54341
Haddenham and Thame Parkway,HDM,Chiltern Railways,E14001360,Mid Buckinghamshire,-0.94214,51.77086
Haddiscoe,HAD,Greater Anglia,E14001489,South Norfolk,1.62301,52.52878
Hadfield,HDF,Northern Trains,E14001287,High Peak,-1.96532,53.46075
Hadley Wood,HDW,Govia Thameslink Railway (Great Northern),E14001503,Southgate and Wood Green,-0.17617,51.6685
Hag Fold,HGF,Northern Trains,E14001329,Leigh and Atherton,-2.49482,53.53385
Haggerston,HGG,London Overground,E14001260,Hackney South and Shoreditch,-0.07567,51.5387
Hagley,HAG,West Midlands Trains (West Midlands Railway),E14001138,Bromsgrove,-2.14642,52.42249
Hairmyres,HMY,ScotRail,S14000077,East Kilbride and Strathaven,-4.22001,55.76197
Hale (Manchester),HAL,Northern Trains,E14001065,Altrincham and Sale West,-2.34736,53.37872
Halesworth,HAS,Greater Anglia,E14001569,Waveney Valley,1.50567,52.34681
Halewood,HED,Northern Trains,E14001584,Widnes and Halewood,-2.83013,53.36448
Halifax,HFX,Northern Trains,E14001262,Halifax,-1.85357,53.72096
Hall Green,HLG,West Midlands Trains (West Midlands Railway),E14001094,Birmingham Hall Green and Moseley,-1.84565,52.43691
Hall Road,HLR,Merseyrail,E14001463,Sefton Central,-3.04963,53.49749
Hall-I'-Th'-Wood,HID,Northern Trains,E14001110,Bolton North East,-2.41311,53.59742
Halling,HAI,Southeastern,E14001447,Rochester and Strood,0.44493,51.35248
Haltwhistle,HWH,Northern Trains,E14001285,Hexham,-2.46357,54.96785
Ham Street,HMT,Govia Thameslink Railway (Southern),E14001570,Weald of Kent,0.85451,51.06838
Hamble,HME,South Western Railway,E14001263,Hamble Valley,-1.32916,50.87138
Hamilton Central,HNC,ScotRail,S14000092,Hamilton and Clyde Valley,-4.03889,55.7732
Hamilton West,HNW,ScotRail,S14000092,Hamilton and Clyde Valley,-4.05481,55.77886
Hammerton,HMM,Northern Trains,E14001582,Wetherby and Easingwold,-1.2841,53.99633
Hampden Park (Sussex),HMD,Govia Thameslink Railway (Southern),E14001219,Eastbourne,0.27936,50.7964
Hampstead Heath,HDH,London Overground,E14001265,Hampstead and Highgate,-0.16571,51.55521
Hampton,HMP,South Western Railway,E14001556,Twickenham,-0.37212,51.41593
Hampton Court,HMC,South Western Railway,E14001230,Esher and Walton,-0.34275,51.40255
Hampton Wick,HMW,South Western Railway,E14001556,Twickenham,-0.31249,51.41452
Hampton-In-Arden,HIA,West Midlands Trains (West Midlands Railway),E14001358,Meriden and Solihull East,-1.69993,52.42903
Hamstead (Birmingham),HSD,West Midlands Trains (West Midlands Railway),E14001098,Birmingham Perry Barr,-1.92898,52.53107
Hamworthy,HAM,South Western Railway,E14001429,Poole,-2.01936,50.72519
Hanborough,HND,Great Western Railway,E14001090,Bicester and Woodstock,-1.37353,51.82516
Handforth,HTH,Northern Trains,E14001539,Tatton,-2.21363,53.3465
Hanwell,HAN,TfL Rail,E14001208,Ealing North,-0.33858,51.51183
Hapton,HPN,Northern Trains,E14001142,Burnley,-2.31691,53.78162
Harlech,HRL,TfW Rail,W07000096,Dwyfor Meirionnydd,-4.10919,52.86133
Harlesden,HDN,London Underground,E14001122,Brent East,-0.25767,51.53629
Harling Road,HRD,Greater Anglia,E14001497,South West Norfolk,0.90914,52.45369
Harlington (Bedfordshire),HLN,Govia Thameslink Railway (Thameslink),E14001359,Mid Bedfordshire,-0.49569,51.96206
Harlow Mill,HWM,Greater Anglia,E14001267,Harlow,0.13231,51.79036
Harlow Town,HWN,Greater Anglia,E14001267,Harlow,0.09513,51.78107
Harold Wood,HRO,TfL Rail,E14001292,Hornchurch and Upminster,0.23313,51.59276
Harpenden,HPD,Govia Thameslink Railway (Thameslink),E14001268,Harpenden and Berkhamsted,-0.35148,51.81464
Harrietsham,HRM,Southeastern,E14001235,Faversham and Mid Kent,0.6724,51.24483
Harringay,HGY,Govia Thameslink Railway (Great Northern),E14001293,Hornsey and Friern Barnet,-0.10514,51.57736
Harringay Green Lanes,HRY,London Overground,E14001553,Tottenham,-0.09814,51.57718
Harrington,HRR,Northern Trains,E14001583,Whitehaven and Workington,-3.56552,54.61349
Harrogate,HGT,Northern Trains,E14001269,Harrogate and Knaresborough,-1.53761,53.99318
Harrow and Wealdstone,HRW,London Underground,E14001271,Harrow West,-0.33457,51.59217
Harrow-On-The-Hill,HOH,London Underground,E14001271,Harrow West,-0.33723,51.57918
Hartford (Cheshire),HTF,West Midlands Trains (London Northwestern Railway),E14001361,Mid Cheshire,-2.55363,53.24176
Hartlebury,HBY,West Midlands Trains (West Midlands Railway),E14001203,Droitwich and Evesham,-2.22112,52.3345
Hartlepool,HPL,Northern Trains,E14001272,Hartlepool,-1.20732,54.68676
Hartwood,HTW,ScotRail,S14000063,Airdrie and Shotts,-3.83932,55.81149
Harwich International,HPQ,Greater Anglia,E14001273,Harwich and North Essex,1.25512,51.94729
Harwich Town,HWC,Greater Anglia,E14001273,Harwich and North Essex,1.28668,51.94414
Haslemere,HSL,South Western Railway,E14001234,Farnham and Bordon,-0.71916,51.08865
Hassocks,HSK,Govia Thameslink Railway (Southern),E14001366,Mid Sussex,-0.14595,50.92461
Hastings,HGS,Southeastern,E14001274,Hastings and Rye,0.57674,50.85789
Hatch End,HTE,London Overground,E14001454,"Ruislip, Northwood and Pinner",-0.3686,51.60942
Hatfield (Herts),HAT,Govia Thameslink Railway (Great Northern),E14001573,Welwyn Hatfield,-0.21559,51.76388
Hatfield and Stainforth,HFS,Northern Trains,E14001200,Doncaster North,-1.02338,53.58872
Hatfield Peverel,HAP,Greater Anglia,E14001590,Witham,0.59212,51.77986
Hathersage,HSG,Northern Trains,E14001195,Derbyshire Dales,-1.65172,53.32577
Hattersley,HTY,Northern Trains,E14001515,Stalybridge and Hyde,-2.04031,53.44528
Hatton,HTN,Chiltern Railways,E14001309,Kenilworth and Southam,-1.67298,52.29528
Havant,HAV,South Western Railway,E14001275,Havant,-0.98161,50.85443
Havenhouse,HVN,East Midlands Railway,E14001114,Boston and Skegness,0.27317,53.11447
Haverfordwest,HVF,TfW Rail,W07000100,Mid and South Pembrokeshire,-4.9602,51.80264
Hawarden,HWD,TfW Rail,W07000082,Alyn and Deeside,-3.03208,53.18536
Hawarden Bridge,HWB,TfW Rail,W07000082,Alyn and Deeside,-3.03272,53.21808
Hawkhead,HKH,ScotRail,S14000102,Paisley and Renfrewshire South,-4.39885,55.8422
Haydon Bridge,HDB,Northern Trains,E14001285,Hexham,-2.24759,54.97518
Haydons Road,HYR,Govia Thameslink Railway (Thameslink),E14001586,Wimbledon,-0.18881,51.42545
Hayes,HYS,Southeastern,E14001137,Bromley and Biggin Hill,0.01056,51.37633
Hayes and Harlington,HAY,TfL Rail,E14001276,Hayes and Harlington,-0.42068,51.50309
Hayle,HYL,Great Western Railway,E14001148,Camborne and Redruth,-5.41984,50.18557
Haymarket,HYM,ScotRail,S14000082,Edinburgh West,-3.21845,55.94581
Haywards Heath,HHE,Govia Thameslink Railway (Southern),E14001366,Mid Sussex,-0.10508,51.00568
Hazel Grove,HAZ,Northern Trains,E14001277,Hazel Grove,-2.12202,53.37754
Headbolt Lane,HBL,Merseyrail,E14001317,Knowsley,-2.8802,53.49256
Headcorn,HCN,Southeastern,E14001570,Weald of Kent,0.62748,51.16571
Headingley,HDY,Northern Trains,E14001319,Leeds Central and Headingley,-1.59419,53.81797
Headstone Lane,HDL,London Overground,E14001271,Harrow West,-0.35722,51.60265
Heald Green,HDG,Northern Trains,E14001158,Cheadle,-2.23667,53.36942
Healing,HLI,Northern Trains,E14001128,Brigg and Immingham,-0.16063,53.5818
Heath High Level,HHL,TfW Rail,W07000090,Cardiff North,-3.18154,51.51643
Heath Low Level,HLL,TfW Rail,W07000090,Cardiff North,-3.18197,51.51567
Heathrow Terminal 4,HAF,Heathrow Express,E14001276,Hayes and Harlington,-0.44546,51.45827
Heathrow Terminal 5,HWV,Heathrow Express,E14001276,Hayes and Harlington,-0.49059,51.47005
Heathrow Terminals 2 and 3 (Rail Station Only),HXX,Heathrow Express,E14001276,Hayes and Harlington,-0.45433,51.4714
Heaton Chapel,HTC,Northern Trains,E14001517,Stockport,-2.17904,53.42556
Hebden Bridge,HBD,Northern Trains,E14001147,Calder Valley,-2.00906,53.73759
Heckington,HEC,East Midlands Railway,E14001253,Grantham and Bourne,-0.29394,52.97732
Hedge End,HDE,South Western Railway,E14001263,Hamble Valley,-1.2945,50.93232
Hednesford,HNF,West Midlands Trains (West Midlands Railway),E14001150,Cannock Chase,-2.00178,52.71011
Heighington,HEI,Northern Trains,E14001382,Newton Aycliffe and Spennymoor,-1.58177,54.59696
Helensburgh Central,HLC,ScotRail,S14000067,"Argyll, Bute and South Lochaber",-4.73276,56.00421
Helensburgh Upper,HLU,ScotRail,S14000067,"Argyll, Bute and South Lochaber",-4.72981,56.01237
Hellifield,HLD,Northern Trains,E14001475,Skipton and Ripon,-2.22784,54.01086
Helmsdale,HMS,ScotRail,S14000069,"Caithness, Sutherland and Easter Ross",-3.65869,58.11744
Helsby,HSB,TfW Rail,E14001455,Runcorn and Helsby,-2.77121,53.2752
Hemel Hempstead,HML,West Midlands Trains (London Northwestern Railway),E14001278,Hemel Hempstead,-0.49077,51.74233
Hendon,HEN,Govia Thameslink Railway (Thameslink),E14001279,Hendon,-0.23867,51.58007
Hengoed,HNG,TfW Rail,W07000088,Caerphilly,-3.22413,51.64741
Henley-In-Arden,HNL,West Midlands Trains (West Midlands Railway),E14001526,Stratford-on-Avon,-1.78399,52.29149
Henley-On-Thames,HOT,Great Western Railway,E14001280,Henley and Thame,-0.90021,51.53418
Hensall,HEL,Northern Trains,E14001464,Selby,-1.11452,53.69854
Hereford,HFD,TfW Rail,E14001281,Hereford and South Herefordshire,-2.70821,52.06116
Herne Bay,HNB,Southeastern,E14001282,Herne Bay and Sandwich,1.11773,51.36459
Herne Hill,HNH,Southeastern,E14001205,Dulwich and West Norwood,-0.10229,51.4533
Hersham,HER,South Western Railway,E14001230,Esher and Walton,-0.38996,51.37681
Hertford East,HFE,Greater Anglia,E14001283,Hertford and Stortford,-0.07294,51.79903
Hertford North,HFN,Govia Thameslink Railway (Great Northern),E14001283,Hertford and Stortford,-0.09179,51.79886
Hessle,HES,Northern Trains,E14001315,Kingston upon Hull West and Haltemprice,-0.44182,53.71744
Heswall,HSW,TfW Rail,E14001589,Wirral West,-3.0737,53.32972
Hever,HEV,Govia Thameslink Railway (Southern),E14001549,Tonbridge,0.09507,51.18141
Heworth,HEW,Northern Trains,E14001307,Jarrow and Gateshead East,-1.55577,54.95157
Hexham,HEX,Northern Trains,E14001285,Hexham,-2.09479,54.97346
Heyford,HYD,Great Western Railway,E14001090,Bicester and Woodstock,-1.29927,51.91919
Heysham Port,HHB,Northern Trains,E14001372,Morecambe and Lunesdale,-2.91311,54.03315
High Brooms,HIB,Southeastern,E14001555,Tunbridge Wells,0.27733,51.1494
High Street (Glasgow),HST,ScotRail,S14000086,Glasgow North East,-4.24012,55.85957
High Wycombe,HWY,Chiltern Railways,E14001600,Wycombe,-0.74541,51.62959
Higham,HGM,Southeastern,E14001254,Gravesham,0.46628,51.42656
Highams Park,HIP,London Overground,E14001167,Chingford and Woodford Green,-0.00022,51.60835
Highbridge and Burnham,HIG,Great Western Railway,E14001126,Bridgwater,-2.97215,51.21816
Highbury and Islington,HHY,London Underground,E14001306,Islington South and Finsbury,-0.10376,51.54618
Hightown,HTO,Merseyrail,E14001463,Sefton Central,-3.05707,53.52511
Hildenborough,HLB,Southeastern,E14001549,Tonbridge,0.22759,51.21448
Hillfoot,HLF,ScotRail,S14000097,Mid Dunbartonshire,-4.32028,55.9201
Hillington East,HLE,ScotRail,S14000101,Paisley and Renfrewshire North,-4.35501,55.85419
Hillington West,HLW,ScotRail,S14000101,Paisley and Renfrewshire North,-4.37158,55.85603
Hillside,HIL,Merseyrail,E14001504,Southport,-3.02472,53.62211
Hilsea,HLS,South Western Railway,E14001431,Portsmouth North,-1.0588,50.82828
Hinchley Wood,HYW,South Western Railway,E14001230,Esher and Walton,-0.34052,51.375
Hinckley (Leics),HNK,East Midlands Railway,E14001288,Hinckley and Bosworth,-1.37192,52.535
Hindley,HIN,Northern Trains,E14001350,Makerfield,-2.5755,53.54224
Hinton Admiral,HNA,South Western Railway,E14001374,New Forest West,-1.71413,50.75264
Hitchin,HIT,Govia Thameslink Railway (Great Northern),E14001289,Hitchin,-0.26348,51.95328
Hither Green,HGR,Southeastern,E14001331,Lewisham East,-0.00094,51.45202
Hockley,HOC,Greater Anglia,E14001437,Rayleigh and Wickford,0.659,51.60355
Hollingbourne,HBN,Southeastern,E14001235,Faversham and Mid Kent,0.62785,51.26518
Holmes Chapel,HCH,Northern Trains,E14001178,Congleton,-2.35114,53.19893
Holmwood,HLM,Govia Thameslink Railway (Southern),E14001201,Dorking and Horley,-0.32081,51.18119
Holton Heath,HOL,South Western Railway,E14001363,Mid Dorset and North Poole,-2.07785,50.71141
Holyhead,HHD,TfW Rail,W07000112,Ynys Môn,-4.631,53.30769
Holytown,HLY,ScotRail,S14000063,Airdrie and Shotts,-3.97393,55.8129
Homerton,HMN,London Overground,E14001260,Hackney South and Shoreditch,-0.04236,51.54701
Honeybourne,HYB,Great Western Railway,E14001203,Droitwich and Evesham,-1.83374,52.1016
Honiton,HON,South Western Railway,E14001291,Honiton and Sidmouth,-3.18672,50.79658
Honley,HOY,Northern Trains,E14001177,Colne Valley,-1.78097,53.60823
Honor Oak Park,HPA,London Overground,E14001333,Lewisham West and East Dulwich,-0.04551,51.44999
Hook,HOK,South Western Railway,E14001392,North East Hampshire,-0.96164,51.28
Hooton,HOO,Merseyrail,E14001163,Chester North and Neston,-2.97701,53.2972
Hope (Derbyshire),HOP,Northern Trains,E14001287,High Peak,-1.72989,53.34611
Hope (Flintshire),HPE,TfW Rail,W07000082,Alyn and Deeside,-3.03688,53.11736
Hopton Heath,HPT,TfW Rail,E14001493,South Shropshire,-2.91206,52.39142
Horden,HRE,Northern Trains,E14001211,Easington,-1.30728,54.76384
Horley,HOR,Govia Thameslink Railway (Southern),E14001201,Dorking and Horley,-0.16105,51.16877
Hornbeam Park,HBP,Northern Trains,E14001269,Harrogate and Knaresborough,-1.52682,53.97987
Hornsey,HRN,Govia Thameslink Railway (Great Northern),E14001293,Hornsey and Friern Barnet,-0.11198,51.58646
Horsforth,HRS,Northern Trains,E14001322,Leeds North West,-1.63023,53.84771
Horsham,HRH,Govia Thameslink Railway (Southern),E14001294,Horsham,-0.31927,51.06606
Horsley,HSY,South Western Railway,E14001258,Guildford,-0.43541,51.27935
Horton-In-Ribblesdale,HIR,Northern Trains,E14001475,Skipton and Ripon,-2.30203,54.14939
Horwich Parkway,HWI,Transport for Greater Manchester,E14001112,Bolton West,-2.53967,53.57811
Hoscar,HSC,Northern Trains,E14001577,West Lancashire,-2.80442,53.59777
Hough Green,HGN,Northern Trains,E14001584,Widnes and Halewood,-2.77507,53.37239
Hounslow,HOU,South Western Railway,E14001124,Brentford and Isleworth,-0.36228,51.46195
Hove,HOV,Govia Thameslink Railway (Southern),E14001296,Hove and Portslade,-0.17069,50.83521
Hoveton and Wroxham,HXM,Greater Anglia,E14001396,North Norfolk,1.408,52.71557
How Wood (Hertfordshire),HWW,West Midlands Trains (London Northwestern Railway),E14001507,St Albans,-0.34467,51.71774
Howden,HOW,Northern Trains,E14001250,Goole and Pocklington,-0.86046,53.76471
