Time period,Station name,Scheduled stops,Recorded station stops,"Recorded station stops (percentage) [note 2]","Time to 3 (percentage) [note 3, 5]","Cancellations (percentage) [note 4, 5]"
Apr 2024 to Mar 2025 Period 11,Gidea Park,8257,7664,100.0000,85.9864,7.1818
Apr 2024 to Mar 2025 Period 11,Giffnock,1265,1189,94.9681,96.0471,1.0277
Apr 2024 to Mar 2025 Period 11,Giggleswick,402,354,92.4282,83.3333,4.7264
Apr 2024 to Mar 2025 Period 11,Gilberdyke,1779,1714,99.9417,73.3372,3.5975
Apr 2024 to Mar 2025 Period 11,Gilfach Fargoed,897,757,88.5380,74.9009,4.6823
Apr 2024 to Mar 2025 Period 11,Gillingham (Dorset),1282,1242,100.0000,74.8792,3.1201
Apr 2024 to Mar 2025 Period 11,Gillingham (Kent),7019,6789,99.9853,80.4684,3.2626
Apr 2024 to Mar 2025 Period 11,Gilshochill,1160,671,60.1254,96.7213,3.7931
Apr 2024 to Mar 2025 Period 11,Gipsy Hill,4983,4932,99.7977,96.6139,0.8228
Apr 2024 to Mar 2025 Period 11,Girvan,569,555,100.0000,82.7027,2.4605
Apr 2024 to Mar 2025 Period 11,Glaisdale,267,175,67.3077,81.7143,2.6217
Apr 2024 to Mar 2025 Period 11,Glan Conwy,205,111,56.3452,49.5495,3.9024
Apr 2024 to Mar 2025 Period 11,Glasgow Central,26253,25746,100.0000,88.5225,1.9312
Apr 2024 to Mar 2025 Period 11,Glasgow Queen Street,13728,13501,100.0000,88.3935,1.6536
Apr 2024 to Mar 2025 Period 11,Glasshoughton,944,885,99.7745,80.4520,6.0381
Apr 2024 to Mar 2025 Period 11,Glazebrook,587,467,84.2960,73.2334,5.6218
Apr 2024 to Mar 2025 Period 11,Gleneagles,988,253,26.0556,[u],1.7206
Apr 2024 to Mar 2025 Period 11,Glenfinnan,199,195,100.0000,90.7692,2.0101
Apr 2024 to Mar 2025 Period 11,Glengarnock,1850,1830,100.0000,89.0710,1.0811
Apr 2024 to Mar 2025 Period 11,Glenrothes with Thornton,1045,1021,100.0000,85.3085,2.2967
Apr 2024 to Mar 2025 Period 11,Glossop,1795,1485,86.7407,80.4714,4.6240
Apr 2024 to Mar 2025 Period 11,Gloucester,4469,4310,100.0000,77.9350,3.5578
Apr 2024 to Mar 2025 Period 11,Glynde,1261,1220,99.8363,90.0000,3.0928
Apr 2024 to Mar 2025 Period 11,Gobowen,919,874,99.8857,74.7140,4.7878
Apr 2024 to Mar 2025 Period 11,Godalming,2939,2820,98.5669,80.9574,2.6540
Apr 2024 to Mar 2025 Period 11,Godley,1799,1430,81.9954,85.4545,3.0573
Apr 2024 to Mar 2025 Period 11,Godstone,1197,1174,100.0000,92.6746,1.9215
Apr 2024 to Mar 2025 Period 11,Goldthorpe,1055,986,99.4955,71.3996,6.0664
Apr 2024 to Mar 2025 Period 11,Golf Street,66,20,31.7460,[u],4.5455
Apr 2024 to Mar 2025 Period 11,Golspie,184,0,0.0000,[u],2.7174
Apr 2024 to Mar 2025 Period 11,Gomshall,648,603,99.5050,74.7927,6.4815
Apr 2024 to Mar 2025 Period 11,Goodmayes,8258,7689,99.9480,87.6447,6.8419
Apr 2024 to Mar 2025 Period 11,Goole,2067,1971,99.9493,70.7255,4.5960
Apr 2024 to Mar 2025 Period 11,Goostrey,915,893,99.8881,81.5230,2.2951
Apr 2024 to Mar 2025 Period 11,Gordon Hill,2504,2477,100.0000,93.3387,1.0783
Apr 2024 to Mar 2025 Period 11,Gorebridge,1505,1014,69.5473,86.3905,3.1229
Apr 2024 to Mar 2025 Period 11,Goring and Streatley,1896,1862,100.0000,83.0290,1.7932
Apr 2024 to Mar 2025 Period 11,Goring-By-Sea,3508,3393,99.9705,80.2535,3.2497
Apr 2024 to Mar 2025 Period 11,Gorton,1292,1257,100.0000,83.2140,2.7090
Apr 2024 to Mar 2025 Period 11,Gospel Oak,11541,11074,100.0000,84.3778,4.0464
Apr 2024 to Mar 2025 Period 11,Gourock,1670,1655,100.0000,92.1450,0.8982
Apr 2024 to Mar 2025 Period 11,Gowerton,1197,770,66.3793,62.4675,3.0911
Apr 2024 to Mar 2025 Period 11,Goxhill,384,361,96.5241,79.7784,2.6042
Apr 2024 to Mar 2025 Period 11,Grange Park,2479,2447,99.9183,94.4830,1.2102
Apr 2024 to Mar 2025 Period 11,Grange-Over-Sands,1013,879,91.2773,74.1752,4.9358
Apr 2024 to Mar 2025 Period 11,Grangetown (Cardiff),5965,5666,99.9471,86.9926,4.9623
Apr 2024 to Mar 2025 Period 11,Grantham,3709,3593,100.0000,66.9914,3.1275
Apr 2024 to Mar 2025 Period 11,Grateley,1231,1089,90.0000,86.8687,1.7059
Apr 2024 to Mar 2025 Period 11,Gravelly Hill,3637,3446,99.9420,81.2536,5.1966
Apr 2024 to Mar 2025 Period 11,Gravesend,7449,7083,100.0000,81.2791,4.9134
Apr 2024 to Mar 2025 Period 11,Grays,4630,4547,99.9560,89.5536,1.7495
Apr 2024 to Mar 2025 Period 11,Great Ayton,340,267,81.4024,83.5206,3.5294
Apr 2024 to Mar 2025 Period 11,Great Bentley,1128,1125,100.0000,97.1556,0.2660
Apr 2024 to Mar 2025 Period 11,Great Chesterford,1288,1276,100.0000,90.3605,0.9317
Apr 2024 to Mar 2025 Period 11,Great Coates,384,376,100.0000,81.1170,2.0833
Apr 2024 to Mar 2025 Period 11,Great Malvern,1409,1348,99.9259,78.6350,4.2583
Apr 2024 to Mar 2025 Period 11,Great Missenden,1753,1725,99.6534,89.3333,1.2550
Apr 2024 to Mar 2025 Period 11,Great Yarmouth,1122,1120,100.0000,99.3750,0.1783
Apr 2024 to Mar 2025 Period 11,Green Lane,4861,4511,99.7126,82.9971,6.9327
Apr 2024 to Mar 2025 Period 11,Green Road,939,784,87.0144,84.4388,4.0469
Apr 2024 to Mar 2025 Period 11,Greenbank,1000,961,100.0000,73.1530,3.9000
Apr 2024 to Mar 2025 Period 11,Greenfaulds,2319,2262,99.7794,92.1751,2.2423
Apr 2024 to Mar 2025 Period 11,Greenfield,1023,999,100.0000,60.4605,2.3460
Apr 2024 to Mar 2025 Period 11,Greenford,1536,1516,100.0000,97.1636,1.3021
Apr 2024 to Mar 2025 Period 11,Greenhithe for Bluewater,5864,5552,99.9460,77.9899,5.2694
Apr 2024 to Mar 2025 Period 11,Greenock Central,1670,1654,99.9396,94.3168,0.8982
Apr 2024 to Mar 2025 Period 11,Greenock West,1670,1654,99.9396,93.7727,0.8982
Apr 2024 to Mar 2025 Period 11,Greenwich,4369,4066,99.9263,87.8751,6.8666
Apr 2024 to Mar 2025 Period 11,Gretna Green,744,469,64.9584,90.4051,2.9570
Apr 2024 to Mar 2025 Period 11,Grimsby Docks,384,373,100.0000,80.6971,2.8646
Apr 2024 to Mar 2025 Period 11,Grimsby Town,1780,1719,99.9419,81.0355,3.3708
Apr 2024 to Mar 2025 Period 11,Grindleford,908,882,99.8867,69.7279,2.7533
Apr 2024 to Mar 2025 Period 11,Grosmont,267,182,70.0000,84.0659,2.6217
Apr 2024 to Mar 2025 Period 11,Grove Park,5786,5743,100.0000,89.7092,0.7432
Apr 2024 to Mar 2025 Period 11,Guide Bridge,2802,2713,99.8528,86.3251,3.0335
Apr 2024 to Mar 2025 Period 11,Guildford,9807,9592,100.0000,81.1301,2.1923
Apr 2024 to Mar 2025 Period 11,Guiseley,3186,3026,100.0000,85.6246,5.0220
Apr 2024 to Mar 2025 Period 11,Gunnersbury,4039,3786,99.9736,86.2916,6.2392
Apr 2024 to Mar 2025 Period 11,Gunnislake,464,456,100.0000,91.0088,1.7241
Apr 2024 to Mar 2025 Period 11,Gunton,652,0,0.0000,[u],0.0000
Apr 2024 to Mar 2025 Period 11,Gwersyllt,1014,809,83.9212,80.2225,4.9310
Apr 2024 to Mar 2025 Period 11,Gypsy Lane,927,687,80.5393,73.2169,7.9827
Apr 2024 to Mar 2025 Period 11,Habrough,1780,1722,100.0000,74.1580,3.2584
Apr 2024 to Mar 2025 Period 11,Hackbridge,3911,3771,99.9205,90.5861,3.5029
Apr 2024 to Mar 2025 Period 11,Hackney Central,7372,6732,99.9851,77.3619,8.6679
Apr 2024 to Mar 2025 Period 11,Hackney Downs,10769,10599,100.0000,93.8296,1.5786
Apr 2024 to Mar 2025 Period 11,Hackney Wick,7372,6729,99.9554,76.3858,8.6815
Apr 2024 to Mar 2025 Period 11,Haddenham and Thame Parkway,2353,2343,100.0000,91.3359,0.4250
Apr 2024 to Mar 2025 Period 11,Haddiscoe,728,726,99.8624,97.5207,0.1374
Apr 2024 to Mar 2025 Period 11,Hadfield,1819,1761,100.0000,80.4656,3.1886
Apr 2024 to Mar 2025 Period 11,Hadley Wood,2305,2250,99.9556,84.6667,2.3427
Apr 2024 to Mar 2025 Period 11,Hag Fold,1614,1420,92.1480,86.3380,4.5229
Apr 2024 to Mar 2025 Period 11,Haggerston,14067,13844,99.9783,92.1121,1.5639
Apr 2024 to Mar 2025 Period 11,Hagley,1988,1944,99.8972,88.2716,2.1127
Apr 2024 to Mar 2025 Period 11,Hairmyres,1293,1217,95.5259,95.3164,1.4695
Apr 2024 to Mar 2025 Period 11,Hale (Manchester),1000,610,63.4755,74.9180,3.9000
Apr 2024 to Mar 2025 Period 11,Halesworth,891,453,51.0710,95.3642,0.4489
Apr 2024 to Mar 2025 Period 11,Halewood,970,786,87.1397,78.7532,7.0103
Apr 2024 to Mar 2025 Period 11,Halifax,4872,4540,99.9780,70.2423,6.7939
Apr 2024 to Mar 2025 Period 11,Hall Green,1593,1535,99.8699,91.0098,3.5154
Apr 2024 to Mar 2025 Period 11,Hall Road,3702,3555,100.0000,92.4332,3.9708
Apr 2024 to Mar 2025 Period 11,Halling,1834,1797,99.7779,94.2682,1.7993
Apr 2024 to Mar 2025 Period 11,Hall-I'-Th'-Wood,1622,1227,80.8300,72.8606,6.4118
Apr 2024 to Mar 2025 Period 11,Haltwhistle,1368,1267,99.2947,83.7411,6.7251
Apr 2024 to Mar 2025 Period 11,Ham Street,910,862,99.7685,92.8074,5.0549
Apr 2024 to Mar 2025 Period 11,Hamble,1017,977,96.4462,83.5210,0.3933
Apr 2024 to Mar 2025 Period 11,Hamilton Central,3102,2973,100.0000,88.7992,4.1586
Apr 2024 to Mar 2025 Period 11,Hamilton West,3102,2972,99.6312,91.2517,3.8362
Apr 2024 to Mar 2025 Period 11,Hammerton,1646,1563,99.9361,70.0576,4.9818
Apr 2024 to Mar 2025 Period 11,Hampden Park (Sussex),5056,4839,99.9380,86.5261,4.2326
Apr 2024 to Mar 2025 Period 11,Hampstead Heath,7734,7295,99.9589,78.7252,5.6374
Apr 2024 to Mar 2025 Period 11,Hampton (London),2046,1898,100.0000,80.6639,7.2336
Apr 2024 to Mar 2025 Period 11,Hampton Court,1732,1697,100.0000,84.9146,2.0208
Apr 2024 to Mar 2025 Period 11,Hampton Wick,3843,3596,99.6674,83.9822,6.1150
Apr 2024 to Mar 2025 Period 11,Hampton-In-Arden,1994,1926,100.0000,75.4933,3.4102
Apr 2024 to Mar 2025 Period 11,Hamstead (Birmingham),1872,1861,100.0000,92.7996,0.5876
Apr 2024 to Mar 2025 Period 11,Hamworthy,1732,1701,100.0000,71.0170,1.7898
Apr 2024 to Mar 2025 Period 11,Hanborough,1084,762,72.5714,75.5906,3.1365
Apr 2024 to Mar 2025 Period 11,Handforth,1659,1613,99.9380,85.6169,2.7125
Apr 2024 to Mar 2025 Period 11,Hanwell,3769,3453,100.0000,85.3461,8.3842
Apr 2024 to Mar 2025 Period 11,Hapton,900,846,99.6466,82.6241,5.6667
Apr 2024 to Mar 2025 Period 11,Harlech,375,371,99.7312,89.2183,0.8000
Apr 2024 to Mar 2025 Period 11,Harlesden,4045,3915,99.8979,94.9170,3.1150
Apr 2024 to Mar 2025 Period 11,Harling Road,76,0,0.0000,[u],0.0000
Apr 2024 to Mar 2025 Period 11,Harlington (Bedfordshire),3989,3704,99.8383,84.7732,6.9942
Apr 2024 to Mar 2025 Period 11,Harlow Mill,2055,1984,100.0000,91.6835,3.4550
Apr 2024 to Mar 2025 Period 11,Harlow Town,5921,5756,100.0000,90.6532,2.7867
Apr 2024 to Mar 2025 Period 11,Harold Wood,7661,7057,99.9717,87.3459,7.8580
Apr 2024 to Mar 2025 Period 11,Harpenden,6337,5866,99.9489,78.7419,7.3852
Apr 2024 to Mar 2025 Period 11,Harrietsham,1505,1499,99.9333,81.8546,0.3322
Apr 2024 to Mar 2025 Period 11,Harringay,4289,4222,99.9290,89.8389,1.4922
Apr 2024 to Mar 2025 Period 11,Harringay Green Lanes,3806,3771,100.0000,94.2986,0.9196
Apr 2024 to Mar 2025 Period 11,Harrington,905,719,83.7995,78.8595,5.1934
Apr 2024 to Mar 2025 Period 11,Harrogate,2315,2203,100.0000,63.1412,4.8380
Apr 2024 to Mar 2025 Period 11,Harrow and Wealdstone,8380,8130,99.9877,88.2657,2.9714
Apr 2024 to Mar 2025 Period 11,Harrow-On-The-Hill,1669,1647,99.9393,91.7426,1.2582
Apr 2024 to Mar 2025 Period 11,Hartford (Cheshire),984,917,100.0000,63.6859,6.8089
Apr 2024 to Mar 2025 Period 11,Hartlebury,976,953,100.0000,86.7786,2.3566
Apr 2024 to Mar 2025 Period 11,Hartlepool,1566,1411,100.0000,67.7534,9.8978
Apr 2024 to Mar 2025 Period 11,Hartwood,876,863,99.8843,88.0649,1.3699
Apr 2024 to Mar 2025 Period 11,Harwich International,1336,1332,100.0000,97.2222,0.2994
Apr 2024 to Mar 2025 Period 11,Harwich Town,1128,1122,100.0000,97.5045,0.5319
Apr 2024 to Mar 2025 Period 11,Haslemere,2963,2899,100.0000,75.1638,2.1600
Apr 2024 to Mar 2025 Period 11,Hassocks,4610,4375,100.0000,77.5543,5.0976
Apr 2024 to Mar 2025 Period 11,Hastings,4693,4440,99.9775,80.0676,5.3697
Apr 2024 to Mar 2025 Period 11,Hatch End,4044,3910,99.8723,90.9974,3.1899
Apr 2024 to Mar 2025 Period 11,Hatfield (Herts),4322,4194,99.8096,79.8999,2.7765
Apr 2024 to Mar 2025 Period 11,Hatfield and Stainforth,1330,1270,100.0000,76.6929,4.5113
Apr 2024 to Mar 2025 Period 11,Hatfield Peverel,1315,1300,99.6933,93.0769,0.8365
Apr 2024 to Mar 2025 Period 11,Hathersage,907,881,100.0000,67.3099,2.8666
Apr 2024 to Mar 2025 Period 11,Hattersley,1799,1585,90.8830,84.1009,3.0573
Apr 2024 to Mar 2025 Period 11,Hatton,1018,998,100.0000,89.0782,1.9646
Apr 2024 to Mar 2025 Period 11,Havant,7116,6864,100.0000,80.6672,3.5413
Apr 2024 to Mar 2025 Period 11,Havenhouse,96,39,41.9355,[u],3.1250
Apr 2024 to Mar 2025 Period 11,Haverfordwest,578,552,100.0000,72.1014,4.4983
Apr 2024 to Mar 2025 Period 11,Hawarden,1014,818,84.9429,78.9731,5.0296
Apr 2024 to Mar 2025 Period 11,Hawarden Bridge,1014,585,60.8741,71.2821,5.2268
Apr 2024 to Mar 2025 Period 11,Hawkhead,1348,1323,99.4737,91.5344,1.3353
Apr 2024 to Mar 2025 Period 11,Haydon Bridge,893,678,82.6829,86.1357,8.1747
Apr 2024 to Mar 2025 Period 11,Haydons Road,1782,1674,99.8211,88.4707,5.8923
Apr 2024 to Mar 2025 Period 11,Hayes (Kent),3563,3491,100.0000,83.7582,2.0208
Apr 2024 to Mar 2025 Period 11,Hayes and Harlington,9798,9000,99.9778,81.0667,8.1241
Apr 2024 to Mar 2025 Period 11,Hayle,1308,1080,84.8390,81.1111,2.6758
Apr 2024 to Mar 2025 Period 11,Haymarket,13921,13610,100.0000,89.2652,2.2340
Apr 2024 to Mar 2025 Period 11,Haywards Heath,9102,8606,100.0000,74.0297,5.4494
Apr 2024 to Mar 2025 Period 11,Hazel Grove,1832,1786,100.0000,86.8981,2.5109
Apr 2024 to Mar 2025 Period 11,Headbolt Lane,3969,3792,100.0000,84.5200,4.4596
Apr 2024 to Mar 2025 Period 11,Headcorn,2153,2132,99.9531,72.5141,0.9289
Apr 2024 to Mar 2025 Period 11,Headingley,1980,1886,99.9470,67.5504,4.6970
Apr 2024 to Mar 2025 Period 11,Headstone Lane,4044,3910,99.8723,91.5857,3.1899
Apr 2024 to Mar 2025 Period 11,Heald Green,2725,2523,99.9604,68.6881,7.3761
Apr 2024 to Mar 2025 Period 11,Healing,384,376,100.0000,82.1809,2.0833
Apr 2024 to Mar 2025 Period 11,Heath High Level,3991,2661,70.8844,88.0120,5.9384
Apr 2024 to Mar 2025 Period 11,Heath Low Level,1457,886,62.7479,82.3928,3.0885
Apr 2024 to Mar 2025 Period 11,Heathrow Terminal 4 (Rail Station Only),3767,3447,99.9710,88.7728,8.4683
Apr 2024 to Mar 2025 Period 11,Heathrow Terminal 5 (Rail Station Only),6202,5867,100.0000,89.4836,5.4015
Apr 2024 to Mar 2025 Period 11,Heathrow Terminals 2 and 3 (Rail Station Only),9971,9316,100.0000,84.4568,6.5691
Apr 2024 to Mar 2025 Period 11,Heaton Chapel,3348,3260,99.9387,82.9448,2.5687
Apr 2024 to Mar 2025 Period 11,Hebden Bridge,3614,3387,100.0000,61.9722,6.2811
Apr 2024 to Mar 2025 Period 11,Heckington,856,534,64.0288,79.0262,2.5701
Apr 2024 to Mar 2025 Period 11,Hedge End,1114,1068,97.6234,74.2509,1.7953
Apr 2024 to Mar 2025 Period 11,Hednesford,1792,1774,100.0000,95.3213,1.0045
Apr 2024 to Mar 2025 Period 11,Heighington,824,744,95.1407,86.2903,5.0971
Apr 2024 to Mar 2025 Period 11,Helensburgh Central,1770,1723,100.0000,86.2449,2.6554
Apr 2024 to Mar 2025 Period 11,Helensburgh Upper,304,50,16.7785,[u],1.9737
Apr 2024 to Mar 2025 Period 11,Hellifield,842,810,100.0000,80.1235,3.8005
Apr 2024 to Mar 2025 Period 11,Helmsdale,184,176,98.3240,44.3182,2.7174
Apr 2024 to Mar 2025 Period 11,Helsby,2207,2129,99.9531,79.2860,3.4889
Apr 2024 to Mar 2025 Period 11,Hemel Hempstead,3722,3630,99.9725,82.6446,2.4449
Apr 2024 to Mar 2025 Period 11,Hendon,4035,3827,99.9739,79.3833,5.1301
Apr 2024 to Mar 2025 Period 11,Hengoed,2699,2581,100.0000,80.1240,4.3720
Apr 2024 to Mar 2025 Period 11,Henley-In-Arden,878,704,83.0189,88.0682,3.4169
Apr 2024 to Mar 2025 Period 11,Henley-On-Thames,1828,1810,100.0000,97.6796,0.9847
Apr 2024 to Mar 2025 Period 11,Hensall,72,72,100.0000,79.1667,0.0000
Apr 2024 to Mar 2025 Period 11,Hereford,2371,2306,100.0000,75.4987,2.7415
Apr 2024 to Mar 2025 Period 11,Herne Bay,2070,2040,100.0000,82.1078,1.4493
Apr 2024 to Mar 2025 Period 11,Herne Hill,7373,7005,100.0000,84.0114,4.9912
Apr 2024 to Mar 2025 Period 11,Hersham,1913,1849,99.7303,81.7198,3.0842
Apr 2024 to Mar 2025 Period 11,Hertford East,2233,2174,100.0000,91.6743,2.6422
Apr 2024 to Mar 2025 Period 11,Hertford North,2424,2388,100.0000,91.4992,1.4851
Apr 2024 to Mar 2025 Period 11,Hessle,1031,872,89.1616,80.8486,5.1406
Apr 2024 to Mar 2025 Period 11,Heswall,1014,817,85.1929,75.7650,5.4241
Apr 2024 to Mar 2025 Period 11,Hever,992,496,50.5607,83.4677,1.1089
Apr 2024 to Mar 2025 Period 11,Heworth,976,905,98.5839,79.2265,5.9426
Apr 2024 to Mar 2025 Period 11,Hexham,1984,1852,100.0000,84.5572,6.6532
Apr 2024 to Mar 2025 Period 11,Heyford,552,544,100.0000,82.7206,1.4493
Apr 2024 to Mar 2025 Period 11,Heysham Port,44,42,100.0000,[u],[u]
Apr 2024 to Mar 2025 Period 11,High Brooms,3155,3080,99.7086,65.7468,2.0919
Apr 2024 to Mar 2025 Period 11,High Street (Glasgow),5089,4938,98.8589,88.6999,1.8471
Apr 2024 to Mar 2025 Period 11,High Wycombe,4110,4083,100.0000,91.9667,0.6569
Apr 2024 to Mar 2025 Period 11,Higham,2177,2033,100.0000,84.1613,6.6146
Apr 2024 to Mar 2025 Period 11,Highams Park,4098,4048,99.9753,95.2816,1.1957
Apr 2024 to Mar 2025 Period 11,Highbridge and Burnham,1232,1192,100.0000,76.7617,3.2468
Apr 2024 to Mar 2025 Period 11,Highbury and Islington,19676,18966,99.9947,86.8607,3.6034
Apr 2024 to Mar 2025 Period 11,Hightown,3702,3547,100.0000,91.7959,4.1869
Apr 2024 to Mar 2025 Period 11,Hildenborough,1759,1734,100.0000,61.3033,1.4213
Apr 2024 to Mar 2025 Period 11,Hillfoot,2024,959,48.0461,[u],1.3834
Apr 2024 to Mar 2025 Period 11,Hillington East,1877,1850,99.3555,94.8649,0.7991
Apr 2024 to Mar 2025 Period 11,Hillington West,1818,1790,99.2790,94.8045,0.8251
Apr 2024 to Mar 2025 Period 11,Hillside,3702,3543,99.9718,89.4722,4.2680
Apr 2024 to Mar 2025 Period 11,Hilsea,4863,4718,99.4939,82.7469,2.4882
Apr 2024 to Mar 2025 Period 11,Hinchley Wood,1677,1634,99.7558,85.2509,2.3256
Apr 2024 to Mar 2025 Period 11,Hinckley (Leics),1076,1028,99.8058,77.1401,4.2751
Apr 2024 to Mar 2025 Period 11,Hindley,3218,3070,99.8699,80.7166,4.4748
Apr 2024 to Mar 2025 Period 11,Hinton Admiral,1301,1264,99.9209,76.2658,2.7671
Apr 2024 to Mar 2025 Period 11,Hitchin,5260,5031,99.9801,73.2856,4.3346
Apr 2024 to Mar 2025 Period 11,Hither Green,8041,7937,100.0000,81.4665,1.2934
Apr 2024 to Mar 2025 Period 11,Hockley,2821,2772,100.0000,96.3925,1.7370
Apr 2024 to Mar 2025 Period 11,Hollingbourne,1505,1500,99.9334,82.2667,0.2658
Apr 2024 to Mar 2025 Period 11,Holmes Chapel,1587,1551,100.0000,78.7234,2.2684
Apr 2024 to Mar 2025 Period 11,Holmwood,797,407,51.8471,88.2064,1.5056
Apr 2024 to Mar 2025 Period 11,Holton Heath,768,749,100.0000,76.6355,2.4740
Apr 2024 to Mar 2025 Period 11,Holyhead,1304,1233,100.0000,76.5612,5.4448
Apr 2024 to Mar 2025 Period 11,Holytown,937,920,99.8914,86.0870,1.7076
Apr 2024 to Mar 2025 Period 11,Homerton,7372,6690,99.9701,77.3244,9.2241
Apr 2024 to Mar 2025 Period 11,Honeybourne,1028,872,87.5502,73.9679,3.1128
Apr 2024 to Mar 2025 Period 11,Honiton,1020,997,100.0000,68.5055,2.2549
Apr 2024 to Mar 2025 Period 11,Honley,850,448,56.2108,85.9375,6.2353
Apr 2024 to Mar 2025 Period 11,Honor Oak Park,9040,8879,99.9662,92.5104,1.7478
Apr 2024 to Mar 2025 Period 11,Hook,1657,1608,99.8138,88.3706,2.7761
Apr 2024 to Mar 2025 Period 11,Hooton,4799,4453,99.9775,82.2367,7.1890
Apr 2024 to Mar 2025 Period 11,Hope (Derbyshire),907,880,99.7732,68.5227,2.7563
Apr 2024 to Mar 2025 Period 11,Hope (Flintshire),1014,810,84.1121,74.8148,5.0296
Apr 2024 to Mar 2025 Period 11,Hopton Heath,201,52,27.0833,[u],4.4776
Apr 2024 to Mar 2025 Period 11,Horden,972,912,100.0000,68.5307,6.1728
Apr 2024 to Mar 2025 Period 11,Horley,4357,3988,99.9499,74.8495,8.4232
Apr 2024 to Mar 2025 Period 11,Hornbeam Park,2003,1888,98.6416,64.6186,4.4433
Apr 2024 to Mar 2025 Period 11,Hornsey,4292,4226,99.9291,90.1325,1.4678
Apr 2024 to Mar 2025 Period 11,Horsforth,2329,2216,100.0000,68.3213,4.8519
Apr 2024 to Mar 2025 Period 11,Horsham,6021,5845,100.0000,75.9966,2.9231
Apr 2024 to Mar 2025 Period 11,Horsley,2917,2837,99.7539,83.6094,2.5026
Apr 2024 to Mar 2025 Period 11,Horton-In-Ribblesdale,414,305,75.8706,84.5902,2.8986
Apr 2024 to Mar 2025 Period 11,Horwich Parkway,1900,1787,100.0000,63.4583,5.9474
Apr 2024 to Mar 2025 Period 11,Hoscar,436,150,36.5854,[u],5.9633
Apr 2024 to Mar 2025 Period 11,Hough Green,1714,1434,88.9578,70.9205,5.9510
Apr 2024 to Mar 2025 Period 11,Hounslow,2749,2670,100.0000,86.2547,2.8738
Apr 2024 to Mar 2025 Period 11,Hove,5290,5103,100.0000,81.9126,3.5350
Apr 2024 to Mar 2025 Period 11,Hoveton and Wroxham,940,940,100.0000,92.2340,0.0000
Apr 2024 to Mar 2025 Period 11,How Wood (Hertfordshire),1050,789,77.5811,98.8593,3.1429
Apr 2024 to Mar 2025 Period 11,Howden,1324,1300,100.0000,68.1538,1.8127
Apr 2024 to Mar 2025 Period 11,Howwood (Renfrewshire),1705,1689,100.0000,88.2771,0.9384
Apr 2024 to Mar 2025 Period 11,Hoxton,14067,13843,99.9711,92.7834,1.5639
Apr 2024 to Mar 2025 Period 11,Hoylake,3078,2924,99.9316,95.1436,4.9383
Apr 2024 to Mar 2025 Period 11,Hubberts Bridge,116,48,42.4779,[u],2.5862
Apr 2024 to Mar 2025 Period 11,Hucknall,1124,691,62.4210,84.9493,1.5125
Apr 2024 to Mar 2025 Period 11,Huddersfield,5553,5437,100.0000,57.7524,2.0890
Apr 2024 to Mar 2025 Period 11,Hull,5571,5355,100.0000,77.9272,3.8772
Apr 2024 to Mar 2025 Period 11,Humphrey Park,612,373,64.5329,76.4075,5.5556
Apr 2024 to Mar 2025 Period 11,Huncoat,900,846,99.6466,84.9882,5.6667
Apr 2024 to Mar 2025 Period 11,Hungerford,1374,1312,99.7719,80.4878,4.2940
Apr 2024 to Mar 2025 Period 11,Hunmanby,746,634,88.7955,81.0726,4.2895
Apr 2024 to Mar 2025 Period 11,Huntingdon,2057,1965,99.9491,67.5318,4.4239
Apr 2024 to Mar 2025 Period 11,Huntly,546,537,99.6289,67.2253,1.2821
Apr 2024 to Mar 2025 Period 11,Hunts Cross,4317,3999,100.0000,88.6222,7.3662
Apr 2024 to Mar 2025 Period 11,Hurst Green,3064,3010,100.0000,88.6379,1.7624
Apr 2024 to Mar 2025 Period 11,Hutton Cranswick,1017,762,81.6720,81.6273,8.2596
Apr 2024 to Mar 2025 Period 11,Huyton,3610,3439,100.0000,78.9764,4.7368
Apr 2024 to Mar 2025 Period 11,Hyde Central,971,946,100.0000,91.7548,2.5747
Apr 2024 to Mar 2025 Period 11,Hyde North,948,865,93.6147,92.1387,2.5316
Apr 2024 to Mar 2025 Period 11,Hykeham,1248,1239,99.9194,87.8935,0.6410
Apr 2024 to Mar 2025 Period 11,Hyndland,9693,9407,100.0000,85.5533,2.9506
Apr 2024 to Mar 2025 Period 11,Hythe (Essex),1968,1959,99.8980,97.1414,0.3557
Apr 2024 to Mar 2025 Period 11,Ifield,2036,1929,99.9482,79.6267,5.2063
Apr 2024 to Mar 2025 Period 11,Ilford,8258,7712,100.0000,88.3947,6.6118
Apr 2024 to Mar 2025 Period 11,Ilkeston,1132,1072,99.8138,69.8694,5.1237
Apr 2024 to Mar 2025 Period 11,Ilkley,3186,3028,100.0000,90.3567,4.9592
Apr 2024 to Mar 2025 Period 11,Imperial Wharf,5216,4904,99.9389,87.5204,5.9241
Apr 2024 to Mar 2025 Period 11,Ince (Manchester),759,692,95.5801,89.4509,4.6113
Apr 2024 to Mar 2025 Period 11,Ince and Elton (Cheshire),92,60,84.5070,98.3333,22.8261
Apr 2024 to Mar 2025 Period 11,Ingatestone,1995,1971,99.6965,94.2161,0.9023
Apr 2024 to Mar 2025 Period 11,Insch,546,539,100.0000,68.0891,1.2821
Apr 2024 to Mar 2025 Period 11,Invergordon,392,373,99.7326,76.9437,4.5918
