Pcon,Constituency name,MP name,Party name,Emissions from homes (%),EPC band DEFG (%),Fuel poor hhlds (UK Gov data) (%),Air pollution: LSOAs above WHO (%),Air pollution: LSOAs twice WHO (%),Air pollution: LSOAs above WHO (number),Air pollution: LSOAs twice WHO (number),Respiratory disease (%),Bustrips: 2010 to 2023 change (%),Car ownership: households without cars/vans (%),EV chargers: current number,EV chargers: target,Commuters: bicycle (%),Commuters: potential bikes/ebikes (%),Greenspace: m2 per person,Flooding: Properties at risk from rivers or seas,Flooding: Properties at risk from surface water,High heat and enhanced risk: MSOAs (number),High heat and enhanced risk: MSOA (%),High heat and enhanced risk: population,High heat 2022 max temp (°C),Tree canopy (%),Sewage overflows: number of outflows,Sewage overflows: total spills,Sewage overflows: total spill duration hours,Opinion poll: Climate change should a high priority,Opinion poll: Government should go faster on climate change,Opinion poll: Support onshore wind in local area,Opinion poll: Nature is most important issue,Green economy: jobs FTE
E14001499,Southampton Itchen,Darren Paffey,Lab,29.6,49.8,10.3,100.0,0.0,68,0,8.3,-35.1,26.2,69,490,2.2,30.5,26,976,4833,8,53.3,59833,34,18.3,2,1,0,53.0,55.1,64.4,71.0,1016
E14001500,Southampton Test,Satvir Kaur,Lab,29.8,53.5,12.6,100.0,0.0,66,0,8.3,-28.2,29.6,44,490,3.6,30.5,18,1943,5480,11,78.6,88000,34,17.3,6,138,1094,56.0,59.4,70.5,72.0,986
E14001501,Southend East and Rochford,Bayo Alaba,Lab,40.3,59.8,11.1,100.0,0.0,58,0,8.9,-54.7,26.9,30,435,1.7,27.3,461,4504,8518,4,40.0,46936,37,3.7,8,109,953,50.0,52.8,68.3,70.1,650
E14001502,Southend West and Leigh,David Burton-Sampson,Lab,42.6,72.8,10.5,100.0,0.0,63,0,8.5,-54.7,20.3,27,453,1.9,29.3,19,1076,5787,4,40.0,43416,37,10.0,8,33,28,52.0,53.9,69.3,72.7,693
E14001503,Southgate and Wood Green,Bambos Charalambous,Lab,33.2,57.5,11.5,100.0,0.0,72,0,5.4,2.7,38.5,130,558,1.2,26.1,29,1798,13866,12,75.0,101264,40,22.4,1,35,93,62.0,63.8,70.2,74.3,778
E14001504,Southport,Patrick Hurley,Lab,23.8,61.3,11.9,100.0,0.0,65,0,9.7,-50.4,21.8,62,432,2.3,29.1,34,10878,20257,3,25.0,25888,37,5.3,12,317,1893,53.0,52.3,67.9,73.8,632
E14001505,Spelthorne,Lincoln Jopp,Con,30.4,54.4,7.7,100.0,4.9,61,3,6.8,-36.5,14.7,89,456,1.9,30.1,31,20845,5682,2,15.4,15253,40,10.1,0,0,0,53.0,52.6,64.8,74.0,966
E14001506,Spen Valley,Kim Leadbeater,Lab,30.9,58.1,13.0,100.0,0.0,60,0,10.2,-13.5,19.2,59,427,0.7,19.7,28,2354,4821,3,23.1,26492,39,3.9,26,423,1404,51.0,51.6,66.7,69.4,785
E14001507,St Albans,Daisy Cooper,LD,23.1,50.9,7.2,100.0,0.0,58,0,7.3,-29.4,14.2,69,438,1.3,19.1,43,581,5473,1,7.7,9051,39,15.3,0,0,0,61.0,59.6,69.4,77.0,1091
E14001508,St Austell and Newquay,Noah Law,Lab,20.4,55.1,11.7,30.0,0.0,18,0,10.1,-24.7,14.9,157,440,0.8,17.2,139,2854,6420,0,0.0,0,33,14.5,32,1345,11435,52.0,50.8,67.1,73.0,1025
E14001509,St Helens North,David Baines,Lab,18.9,56.9,11.7,100.0,0.0,66,0,11.3,-54.4,21.9,34,441,0.9,27.3,48,495,5948,2,15.4,13136,38,13.4,25,726,3526,52.0,55.1,68.9,72.0,686
E14001510,St Helens South and Whiston,Marie Rimmer,Lab,19.2,49.6,12.3,100.0,0.0,63,0,10.8,-47.5,25.1,59,420,0.8,27.3,35,653,6401,3,25.0,22472,38,9.3,11,182,267,52.0,55.1,68.1,72.0,679
E14001511,St Ives,Andrew George,LD,20.4,68.4,13.4,11.5,0.0,6,0,9.8,-33.0,18.0,113,393,1.6,17.8,786,4728,6739,0,0.0,0,31,9.3,31,1145,10319,54.0,53.1,69.0,74.0,902
E14001512,St Neots and Mid Cambridgeshire,Ian Sollom,LD,14.1,34.7,7.1,100.0,0.0,64,0,8.0,-47.4,11.9,119,474,4.4,23.4,33,6353,11434,0,0.0,0,40,7.1,16,561,7300,57.0,56.2,68.2,75.3,1494
E14001513,Stafford,Leigh Ingham,Lab,16.2,55.3,15.4,100.0,0.0,56,0,8.6,-55.5,16.4,64,421,2.2,25.4,50,714,5811,2,16.7,17178,37,12.2,17,427,3126,54.0,53.7,67.7,72.7,849
E14001514,Staffordshire Moorlands,Karen Bradley,Con,11.2,70.5,17.3,100.0,0.0,52,0,10.0,-78.4,13.5,50,375,0.6,16.9,488,890,4424,0,0.0,0,37,13.9,38,1485,8626,51.0,50.4,68.5,73.3,563
E14001515,Stalybridge and Hyde,Jonathan Reynolds,Lab,34.8,50.8,11.2,100.0,0.0,57,0,10.9,-45.5,23.5,15,431,0.7,27.2,169,1895,7560,5,38.5,43759,38,13.2,51,1272,5776,51.0,55.3,69.0,71.0,731
E14001516,Stevenage,Kevin Bonavia,Lab,20.7,45.4,7.8,100.0,0.0,60,0,8.2,-36.4,19.1,141,440,1.6,24.3,41,524,5930,2,15.4,16853,39,13.4,1,25,86,53.0,54.6,67.4,72.0,1198
E14001517,Stockport,Navendu Mishra,Lab,34.8,61.1,12.2,100.0,0.0,65,0,10.0,-33.2,26.9,99,466,1.6,28.8,35,923,7838,6,42.9,44352,38,12.2,32,781,2024,53.0,59.0,66.6,74.2,2521
E14001518,Stockton North,Chris McDonald,Lab,11.7,51.2,10.9,100.0,0.0,63,0,11.1,-52.9,28.2,138,446,1.3,29.8,194,1370,8379,0,0.0,0,38,9.7,31,811,3829,49.0,52.3,67.7,69.2,1113
E14001519,Stockton West,Matt Vickers,Con,13.0,50.2,6.5,100.0,0.0,56,0,9.3,-36.9,11.6,21,407,1.0,29.7,51,1499,6500,0,0.0,0,38,8.7,51,1225,8203,52.0,54.3,68.4,71.9,1006
E14001520,Stoke-on-Trent Central,Gareth Snell,Lab,25.3,61.0,23.7,100.0,0.0,71,0,9.2,-73.4,31.3,117,494,1.0,26.4,66,2739,9548,8,61.5,72472,37,15.1,52,655,1458,50.0,51.3,65.9,68.9,1224
E14001521,Stoke-on-Trent North,David Williams,Lab,23.6,59.8,19.7,100.0,0.0,64,0,10.1,-78.1,24.1,17,447,0.7,25.8,64,242,8824,7,53.9,56232,37,13.4,17,429,1438,49.0,50.1,69.4,68.2,967
E14001522,Stoke-on-Trent South,Allison Gardner,Lab,20.3,60.9,16.9,100.0,0.0,62,0,9.8,-75.3,18.1,57,419,0.8,25.3,42,1232,6101,5,38.5,35757,37,17.5,39,478,2038,50.0,49.6,67.4,70.7,968
E14001523,"Stone, Great Wyrley and Penkridge",Gavin Williamson,Con,16.1,55.1,13.6,100.0,0.0,54,0,8.9,-68.6,12.0,108,412,0.8,22.8,165,867,6309,0,0.0,0,37,13.5,31,889,5442,52.0,55.1,66.9,72.7,713
E14001524,Stourbridge,Cat Eccles,Lab,34.0,60.3,16.0,100.0,0.0,60,0,9.7,-31.9,20.6,141,417,0.8,24.0,21,356,6338,5,35.7,39117,38,13.2,24,203,211,50.0,52.9,67.9,72.3,754
E14001525,Stratford and Bow,Uma Kumaran,Lab,23.2,30.7,9.8,100.0,95.7,69,66,5.4,13.1,60.4,141,580,2.9,30.7,12,7279,13354,14,100.0,129580,40,12.2,2,7,8,59.0,70.8,71.7,69.7,1672
E14001526,Stratford-on-Avon,Manuela Perteghella,LD,17.8,48.8,14.9,100.0,0.0,53,0,8.4,-48.1,12.1,137,429,1.6,19.7,51,4441,10682,0,0.0,0,39,11.6,48,2184,25708,55.0,53.1,68.7,76.0,934
E14001527,Streatham and Croydon North,Steve Reed,Lab,39.1,59.5,10.2,100.0,3.1,65,2,5.7,16.7,43.3,192,523,2.8,28.4,11,1983,9718,10,76.9,92244,40,15.9,1,12,15,61.0,69.0,70.9,74.6,907
E14001528,Stretford and Urmston,Andrew Western,Lab,20.8,58.7,10.9,100.0,0.0,61,0,10.2,-19.1,23.8,155,453,2.6,32.3,20,1623,6277,3,25.0,27321,38,10.1,43,1267,4370,56.0,60.7,70.5,73.0,1935
E14001529,Stroud,Simon Opher,Lab,19.8,56.4,10.0,100.0,0.0,58,0,9.6,-27.9,12.9,140,427,1.5,18.0,81,2485,4865,0,0.0,0,36,16.1,27,730,6373,56.0,57.8,71.2,76.9,1399
E14001530,Suffolk Coastal,Jenny Riddell-Carpenter,Lab,24.5,57.3,11.2,100.0,0.0,54,0,9.9,-35.2,14.0,132,411,3.1,27.2,518,5970,7389,0,0.0,0,36,15.3,23,645,1853,53.0,52.7,70.0,74.0,898
E14001531,Sunderland Central,Lewis Atkinson,Lab,29.4,60.8,12.8,100.0,0.0,64,0,9.7,-36.3,34.0,228,440,0.8,26.4,45,209,5669,0,0.0,0,36,7.8,12,337,1165,52.0,52.5,68.4,69.0,1226
E14001532,Surrey Heath,Al Pinkerton,LD,26.1,53.9,7.0,100.0,0.0,59,0,7.2,-61.7,9.7,101,435,1.4,20.9,145,2074,4362,0,0.0,0,38,36.2,4,119,1146,56.0,53.2,65.9,76.9,1313
E14001533,Sussex Weald,Nus Ghani,Con,35.9,53.0,10.4,100.0,0.0,56,0,9.0,-17.9,10.2,65,409,0.6,16.3,88,508,3701,0,0.0,0,38,29.9,54,2384,26141,54.0,50.4,66.3,75.8,637
E14001534,Sutton and Cheam,Luke Taylor,LD,37.7,55.7,7.7,100.0,0.0,61,0,6.6,14.2,23.5,110,463,1.5,25.9,15,674,9200,3,27.3,29366,39,14.9,0,0,0,56.0,57.5,69.1,75.0,804
E14001535,Sutton Coldfield,Andrew Mitchell,Con,28.5,64.6,10.6,100.0,0.0,60,0,7.7,-35.8,15.2,61,426,0.6,27.6,111,235,4535,1,7.7,9717,38,21.8,8,141,1096,55.0,55.1,67.7,75.0,986
E14001536,Swindon North,Will Stone,Lab,25.8,38.8,7.3,100.0,0.0,65,0,9.0,-22.8,16.3,69,473,2.9,31.8,31,1178,4635,2,16.7,13425,37,10.7,7,284,4035,51.0,52.9,69.1,72.0,1471
E14001537,Swindon South,Heidi Alexander,Lab,25.9,47.5,8.2,100.0,0.0,67,0,8.3,-28.0,23.2,84,501,3.3,31.8,29,1140,5966,4,28.6,34955,37,16.6,2,72,879,53.0,52.3,66.4,71.1,1563
E14001538,Tamworth,Sarah Edwards,Lab,29.1,53.7,13.1,100.0,0.0,64,0,8.9,-35.0,16.4,43,445,1.3,23.3,30,3700,5658,2,15.4,15309,39,8.1,20,357,1497,50.0,53.1,68.6,70.1,887
E14001539,Tatton,Esther McVey,Con,17.6,57.1,9.3,100.0,0.0,57,0,8.1,-54.1,11.2,118,436,1.1,25.0,106,567,6245,0,0.0,0,38,12.9,51,1945,11949,54.0,55.7,70.8,75.7,1127
E14001540,Taunton and Wellington,Gideon Amos,LD,16.7,48.1,9.2,96.8,0.0,60,0,9.1,-75.2,16.7,71,481,4.9,24.0,30,5855,8857,3,25.0,23961,34,14.6,43,1111,9650,54.0,53.2,68.4,75.0,1437
E14001541,Telford,Shaun Davies,Lab,22.9,37.5,14.7,100.0,0.0,66,0,8.9,-35.8,20.8,48,469,1.4,25.1,43,244,7039,3,23.1,21325,37,27.0,16,279,1106,50.0,47.9,67.4,70.0,1311
E14001542,Tewkesbury,Cameron Thomas,LD,19.2,47.6,7.8,100.0,0.0,58,0,9.4,-10.2,12.6,93,431,3.6,29.5,116,2912,9237,0,0.0,0,37,11.2,22,1200,11123,55.0,53.8,67.5,75.0,1317
E14001543,The Wrekin,Mark Pritchard,Con,20.5,48.2,15.0,100.0,0.0,65,0,8.6,-40.9,14.6,61,486,1.6,24.3,52,532,6564,2,14.3,14890,37,11.2,30,751,3672,52.0,51.0,69.6,72.1,1163
E14001544,Thirsk and Malton,Kevin Hollinrake,Con,15.3,59.0,15.8,70.9,0.0,39,0,10.0,-31.6,13.1,177,430,2.1,22.1,2788,6551,8089,0,0.0,0,39,14.2,124,4504,42038,52.0,51.2,69.2,73.9,1051
E14001545,Thornbury and Yate,Claire Young,LD,18.9,50.7,8.0,100.0,0.0,56,0,9.3,-62.9,9.5,68,439,2.0,25.0,104,4684,7800,0,0.0,0,36,11.5,31,2036,28360,55.0,53.8,69.9,75.8,1218
E14001546,Thurrock,Jen Craft,Lab,17.1,50.3,8.3,100.0,0.0,66,0,7.1,-31.0,18.7,143,532,1.1,21.1,34,12524,26056,6,46.2,59062,39,9.8,1,0,0,49.0,51.8,68.5,69.0,1173
E14001547,Tipton and Wednesbury,Antonia Bance,Lab,28.1,51.5,18.0,100.0,0.0,65,0,8.7,-27.5,28.9,56,501,1.1,27.8,16,1529,7747,12,100.0,107530,38,10.1,19,131,366,48.0,51.5,61.5,67.6,1168
E14001548,Tiverton and Minehead,Rachel Gilmour,LD,14.3,62.6,12.4,19.2,0.0,10,0,9.6,-49.4,13.8,75,405,1.6,21.4,1654,8261,6917,0,0.0,0,33,17.1,87,3626,36115,52.0,51.7,69.2,74.2,1063
E14001549,Tonbridge,Tom Tugendhat,Con,21.1,59.0,10.1,100.0,0.0,58,0,8.0,-20.9,12.7,73,429,0.9,16.9,54,5829,5833,0,0.0,0,38,22.5,24,794,7113,54.0,51.4,68.5,74.9,1356
E14001550,Tooting,Rosena Allin-Khan,Lab,42.3,55.5,8.2,100.0,0.0,63,0,5.4,26.4,45.1,541,470,4.9,30.5,18,4702,13178,10,76.9,77677,40,13.0,2,31,119,65.0,68.3,69.4,76.0,709
E14001551,Torbay,Steve Darling,LD,36.2,62.1,12.0,40.9,0.0,27,0,10.6,-46.6,25.0,49,457,0.9,20.2,38,2742,4924,0,0.0,0,30,21.1,16,247,1450,52.0,49.4,67.6,72.0,651
E14001552,Torridge and Tavistock,Geoffrey Cox,Con,13.0,61.0,12.2,1.9,0.0,1,0,10.5,-37.0,13.4,103,425,0.8,15.7,2720,3570,5106,0,0.0,0,34,15.8,95,6841,68842,53.0,50.2,68.3,75.0,692
E14001553,Tottenham,David Lammy,Lab,42.3,45.5,12.5,100.0,53.4,73,39,5.3,-15.3,60.5,174,606,3.0,28.8,7,11512,25232,17,100.0,136100,40,13.3,2,3,4,60.0,72.4,70.0,71.8,802
E14001554,Truro and Falmouth,Jayne Kirkham,Lab,20.3,58.1,12.0,49.1,0.0,27,0,9.1,-41.4,16.2,81,422,1.2,17.2,65,2540,5476,0,0.0,0,32,15.9,50,1518,18977,56.0,57.1,70.5,74.9,973
E14001555,Tunbridge Wells,Mike Martin,LD,36.0,56.7,10.4,100.0,0.0,63,0,7.7,-30.6,15.9,87,467,0.8,18.6,93,2952,6407,1,7.7,9098,38,29.0,33,1336,11907,56.0,54.0,69.6,75.0,992
E14001556,Twickenham,Munira Wilson,LD,43.4,59.5,7.3,100.0,0.0,62,0,6.1,33.6,23.4,683,472,4.2,27.4,73,6907,8020,0,0.0,0,40,15.6,1,0,0,63.0,61.0,71.0,78.0,801
E14001557,Tynemouth,Alan Campbell,Lab,32.7,55.0,8.5,100.0,0.0,62,0,9.7,-47.6,26.8,50,420,1.6,29.9,27,224,5836,0,0.0,0,35,7.0,18,201,1209,54.0,56.3,71.1,73.8,883
E14001558,Uxbridge and South Ruislip,Danny Beales,Lab,21.8,55.1,8.4,100.0,0.0,65,0,6.4,9.3,21.6,92,527,1.1,26.9,29,3220,14737,4,33.3,42305,40,16.2,2,3,9,55.0,55.8,66.8,70.5,1620
E14001559,Vauxhall and Camberwell Green,Florence Eshalomi,Lab,34.0,36.9,7.7,100.0,100.0,62,62,5.1,-1.8,68.0,334,463,5.7,34.2,5,20391,19955,10,100.0,95176,40,14.7,1,67,787,62.0,72.7,70.5,75.6,1326
E14001560,Wakefield and Rothwell,Simon Lightwood,Lab,22.8,55.0,13.0,100.0,0.0,63,0,9.5,-15.3,25.1,69,472,0.8,23.5,35,5158,9559,5,35.7,46560,39,12.9,33,817,3806,50.0,53.3,68.6,71.2,1208
E14001561,Wallasey,Angela Eagle,Lab,35.0,62.7,13.5,100.0,0.0,63,0,10.9,-26.2,27.0,46,424,1.1,27.1,28,5014,6702,6,46.2,45043,36,7.9,23,477,1828,55.0,59.2,70.8,73.2,570
E14001562,Walsall and Bloxwich,Valerie Vaz,Lab,31.2,56.0,20.8,100.0,0.0,67,0,8.6,-38.9,31.6,49,521,0.9,28.4,25,649,7641,13,86.7,102380,38,13.6,32,386,1142,49.0,52.7,66.9,68.0,854
E14001563,Walthamstow,Stella Creasy,Lab,41.6,52.4,12.7,100.0,10.0,60,6,5.8,13.9,47.9,552,536,2.2,25.2,8,5884,13072,9,81.8,98590,40,12.6,2,29,158,61.0,71.5,69.5,72.0,606
E14001564,Warrington North,Charlotte Nichols,Lab,19.5,50.3,9.5,100.0,0.0,62,0,9.3,-52.1,19.9,66,422,1.9,29.8,50,6774,9468,2,16.7,20498,38,8.1,14,382,3566,52.0,54.3,69.5,73.0,1927
E14001565,Warrington South,Sarah Hall,Lab,19.4,46.8,8.6,100.0,0.0,63,0,8.1,-53.1,16.1,131,452,1.7,29.8,27,6475,7395,0,0.0,0,38,7.2,24,679,3354,55.0,56.4,70.0,74.0,1958
E14001566,Warwick and Leamington,Matt Western,Lab,20.9,48.8,13.1,100.0,0.0,63,0,8.0,-46.9,19.1,136,469,2.4,26.3,38,2387,7810,2,22.2,15860,39,11.6,10,294,1966,58.0,58.9,70.2,75.0,3210
E14001567,Washington and Gateshead South,Sharon Hodgson,Lab,28.7,45.1,9.4,100.0,0.0,66,0,10.2,-45.9,30.1,139,420,1.0,25.6,29,450,6536,0,0.0,0,37,15.8,28,440,1720,49.0,51.9,68.8,70.2,1221
E14001568,Watford,Matt Turmaine,Lab,27.3,49.2,9.0,100.0,0.0,62,0,6.7,-33.6,21.7,456,486,1.6,25.1,24,645,6237,4,30.8,39568,40,18.3,0,0,0,55.0,59.6,68.6,72.1,1606
E14001569,Waveney Valley,Adrian Ramsay,Green,18.6,61.8,12.8,100.0,0.0,54,0,10.0,-34.6,10.8,62,394,2.0,21.5,106,1525,7923,0,0.0,0,38,8.4,35,938,8893,54.0,51.2,68.9,73.7,835
E14001570,Weald of Kent,Katie Lam,Con,26.3,53.7,11.8,100.0,0.0,57,0,8.4,-11.0,9.3,60,430,0.6,21.8,163,3810,6271,0,0.0,0,38,20.1,38,1371,14692,52.0,47.8,65.1,73.1,991
E14001571,Wellingborough and Rushden,Gen Kitchen,Lab,21.6,46.9,10.0,100.0,0.0,65,0,8.5,-42.3,17.4,66,502,1.0,23.4,26,662,7506,4,30.8,33152,40,9.2,28,725,7281,50.0,50.8,70.6,72.1,1115
E14001572,Wells and Mendip Hills,Tessa Munt,LD,17.7,56.7,10.5,100.0,0.0,53,0,9.2,-64.1,10.2,108,401,1.3,23.8,261,10951,6496,0,0.0,0,34,10.9,47,2012,23647,54.0,52.4,68.2,75.4,972
E14001573,Welwyn Hatfield,Andrew Lewin,Lab,25.1,40.4,8.6,100.0,0.0,66,0,6.9,-39.2,18.1,286,503,1.8,24.2,49,802,7633,2,13.3,17015,39,19.5,3,55,368,55.0,54.6,67.2,71.0,2119
E14001574,West Bromwich,Sarah Coombes,Lab,27.3,55.5,16.4,100.0,0.0,61,0,7.9,-24.5,27.8,47,495,0.8,28.2,40,746,7533,9,64.3,83638,38,14.8,18,173,237,49.0,52.5,66.6,67.7,1123
E14001575,West Dorset,Edward Morello,LD,22.1,56.7,10.5,73.6,0.0,39,0,10.6,-61.6,14.4,152,418,1.6,21.5,270,4112,5759,0,0.0,0,34,11.8,84,3908,47701,55.0,56.2,70.7,76.0,832
E14001576,West Ham and Beckton,James Asser,Lab,25.7,33.1,10.9,100.0,98.7,76,75,5.3,10.8,52.2,127,614,1.1,27.3,11,28204,13666,15,93.8,134545,40,10.8,0,0,0,58.0,67.5,64.6,68.0,1213
E14001577,West Lancashire,Ashley Dalton,Lab,15.3,53.3,11.5,100.0,0.0,62,0,9.5,-50.8,19.6,89,448,1.0,23.8,43,1274,5300,0,0.0,0,37,8.7,20,627,3332,55.0,57.2,72.1,73.0,862
E14001578,West Suffolk,Nick Timothy,Con,16.8,53.3,10.6,100.0,0.0,65,0,9.6,-18.4,13.8,171,527,2.0,24.3,604,3269,13920,0,0.0,0,39,16.8,19,557,6486,51.0,50.2,67.7,71.2,1539
E14001579,West Worcestershire,Harriett Baldwin,Con,17.9,57.4,17.5,98.3,0.0,57,0,9.1,-68.2,11.7,78,439,1.2,20.1,194,2372,8016,1,7.7,6455,37,14.9,43,1720,15190,55.0,52.6,66.3,75.0,899
E14001580,Westmorland and Lonsdale,Tim Farron,LD,12.2,66.5,12.4,24.5,0.0,13,0,9.0,-24.7,13.7,373,402,1.8,24.4,10584,10860,7913,0,0.0,0,35,8.8,83,5413,55266,54.0,55.1,69.9,75.5,1039
E14001581,Weston-super-Mare,Daniel Aldridge,Lab,20.9,49.1,9.7,100.0,0.0,62,0,10.1,-75.1,20.1,53,426,1.9,23.2,47,34504,10285,4,36.4,33704,34,11.0,5,179,3234,53.0,51.0,68.6,73.0,940
E14001582,Wetherby and Easingwold,Alec Shelbrooke,Con,18.6,58.1,12.0,100.0,0.0,57,0,9.1,-52.8,10.2,94,407,1.1,23.3,60,4208,5018,0,0.0,0,40,10.2,91,4011,31232,52.0,50.8,66.9,73.4,1196
E14001583,Whitehaven and Workington,Josh MacAlister,Lab,16.4,62.7,13.1,0.0,0.0,0,0,10.3,-19.3,21.7,70,412,1.0,25.0,2459,2557,6925,0,0.0,0,32,8.9,63,2649,16342,50.0,51.6,66.6,72.0,1184
E14001584,Widnes and Halewood,Derek Twigg,Lab,20.8,46.7,9.9,100.0,0.0,56,0,9.9,-54.8,23.5,44,410,1.2,27.0,45,1555,7364,4,30.8,30538,37,8.7,17,702,3290,53.0,59.7,71.9,72.2,1134
E14001585,Wigan,Lisa Nandy,Lab,30.9,55.4,12.1,100.0,0.0,66,0,9.9,-31.7,24.3,50,467,1.1,26.1,54,2261,7317,4,28.6,32385,37,13.5,25,783,2390,51.0,52.0,68.6,69.0,692
E14001586,Wimbledon,Paul Kohler,LD,35.8,57.3,7.6,100.0,0.0,68,0,5.4,58.7,29.8,516,484,2.7,26.2,35,3777,13124,2,15.4,17703,40,20.1,7,17,27,63.0,63.6,71.9,75.8,886
E14001587,Winchester,Danny Chambers,LD,20.7,49.7,10.0,100.0,0.0,59,0,8.1,-25.0,14.6,176,467,1.4,18.2,196,933,3948,0,0.0,0,36,18.6,11,380,4949,58.0,55.7,66.7,77.0,1467
E14001588,Windsor,Jack Rankin,Con,24.0,52.9,8.5,100.0,1.6,63,1,6.4,-61.0,14.1,147,497,1.7,26.0,144,14054,8618,3,21.4,24592,39,30.2,2,162,1947,56.0,54.3,66.5,75.3,1789
E14001589,Wirral West,Matthew Patrick,Lab,35.0,66.4,9.1,98.3,0.0,59,0,9.2,-17.9,15.3,54,389,0.9,27.1,53,1792,4983,1,9.1,6732,36,14.1,21,578,2523,57.0,57.2,72.6,75.7,543
E14001590,Witham,Priti Patel,Con,24.8,49.0,9.5,100.0,0.0,59,0,9.2,-8.2,12.5,76,458,1.2,21.0,67,1469,5237,0,0.0,0,38,12.9,27,635,6803,52.0,49.9,68.8,72.9,828
E14001591,Witney,Charles Maynard,LD,25.1,42.3,9.4,100.0,0.0,55,0,8.5,-15.3,10.9,124,443,3.7,22.7,31,2913,4300,0,0.0,0,37,9.9,14,1653,26374,56.0,53.7,65.1,76.8,1018
E14001592,Woking,Will Forster,LD,35.4,49.3,7.6,100.0,0.0,62,0,6.6,-32.8,14.7,177,458,1.9,23.5,73,2645,7159,1,8.3,10660,39,30.8,1,35,359,58.0,57.0,69.8,76.0,912
E14001593,Wokingham,Clive Jones,LD,32.5,45.1,6.1,100.0,0.0,54,0,7.4,-57.4,8.7,229,441,1.4,24.5,51,2502,6060,0,0.0,0,38,24.8,5,244,2112,57.0,55.2,67.0,77.2,1365
E14001594,Wolverhampton North East,Sureena Brackenridge,Lab,30.7,54.9,17.7,100.0,0.0,64,0,8.6,-37.5,27.3,18,458,1.4,29.7,18,223,9651,10,71.4,75740,37,12.3,6,41,39,48.0,52.2,64.1,68.0,922
E14001595,Wolverhampton South East,Pat McFadden,Lab,30.9,51.2,19.0,100.0,0.0,66,0,8.5,-26.8,30.0,30,538,1.4,29.5,15,1631,9859,14,100.0,113089,38,11.4,20,141,319,49.0,54.0,64.8,67.4,920
E14001596,Wolverhampton West,Warinder Juss,Lab,30.6,66.8,18.2,100.0,0.0,73,0,7.2,-37.6,26.6,50,506,1.0,30.2,19,889,10497,6,40.0,55497,37,17.1,28,237,436,53.0,56.1,67.7,69.4,1050
E14001597,Worcester,Tom Collins,Lab,29.0,54.0,14.0,100.0,0.0,64,0,8.4,-68.5,20.5,157,458,2.9,29.7,23,1827,8227,4,28.6,29546,38,14.1,9,330,2793,55.0,57.7,67.4,72.0,1182
E14001598,Worsley and Eccles,Michael Wheeler,Lab,23.6,50.8,10.5,100.0,0.0,69,0,9.2,-1.3,23.5,88,484,1.4,30.2,28,3061,8612,2,15.4,19111,38,14.4,30,995,5621,51.0,54.6,68.2,70.8,1416
E14001599,Worthing West,Beccy Cooper,Lab,41.6,58.0,9.8,100.0,0.0,61,0,9.7,-60.6,20.2,175,442,3.0,33.2,21,2946,8752,3,25.0,27335,33,19.1,1,5,22,54.0,53.9,68.5,75.2,830
E14001600,Wycombe,Emma Reynolds,Lab,25.6,51.3,9.6,100.0,0.0,61,0,7.3,-18.0,14.8,65,473,0.7,19.7,61,1769,13242,1,7.7,9774,38,29.9,2,8,105,56.0,57.9,70.4,74.0,1051
E14001601,Wyre Forest,Mark Garnier,Con,29.9,59.8,15.8,100.0,0.0,67,0,10.5,-54.9,16.3,47,450,1.1,22.2,122,3547,6553,3,21.4,22711,37,21.5,21,291,833,51.0,49.8,66.9,72.0,790
E14001602,Wythenshawe and Sale East,Mike Kane,Lab,22.5,48.5,11.1,100.0,0.0,63,0,10.3,-41.2,29.2,76,497,2.2,33.8,19,2294,9653,4,33.3,37489,38,13.1,4,64,369,53.0,58.3,68.3,72.0,1817
E14001603,Yeovil,Adam Dance,LD,16.7,51.6,9.9,98.5,0.0,65,0,9.6,-73.8,14.8,81,464,2.3,24.0,29,1636,5344,3,20.0,22028,34,12.4,55,2017,16753,53.0,51.9,68.8,74.0,1041
E14001604,York Central,Rachael Maskell,Lab,30.3,54.4,15.1,100.0,0.0,63,0,7.8,-34.0,32.5,65,478,8.2,36.3,35,7604,9713,2,22.2,19428,40,12.5,57,2057,20526,59.0,64.1,72.5,72.0,985
E14001605,York Outer,Luke Charters,Lab,30.2,57.1,9.1,100.0,0.0,58,0,8.3,-41.1,14.4,105,419,6.7,36.3,44,3421,6853,0,0.0,0,40,10.4,26,1072,9376,56.0,56.9,70.6,75.0,907
